0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0000000000000009,0.0805896124922955,0.1469732271255797,0.0566246244801844,0.08920286938975784,0.0437241542731344,0.06715721853147669,0.08135941528064941,0.09285338821085948,0.07298851141320584,0.07952467080795812,0.07067271252348552,0.07519454701351518,0.13018393821473828,0.09362489535976579,0.1460433790692963,0.01158584994173449,0.12030096195165428,0.10723439543276302,0.03414507232848019
0.0805896124922955,1.0,0.16666090478643297,0.13100403584414236,0.11270048517590672,0.0852255039680059,0.14336238167303572,0.14766838528317855,0.17889758603530845,0.195890888701892,0.029695359408952706,0.033675681992127,0.1330964746238623,0.19056343846284746,0.06244292976492543,0.0831943086510224,0.01203796871009515,0.10346585279483957,0.08606808549515366,0.052932369682005154
0.1469732271255797,0.16666090478643297,1.0000000000000002,0.09654986855433972,0.19978629435865145,0.08273370378597196,0.145358960084128,0.2004192539297269,0.26968418912169845,0.1358000549515463,0.10731394878636391,0.09760894576976199,0.15765010600248275,0.2430070785793522,0.1525637781949639,0.11157323979704949,0.0604590188249284,0.11741012641513462,0.11481714682672411,0.08438004134354683
0.0566246244801844,0.13100403584414236,0.09654986855433972,1.0,0.06993659858807164,0.06132728025609627,0.07416100712402689,0.11791310488700936,0.08223836008585537,0.10018588181109596,0.06949807608098142,0.0632770804886981,0.03881878668174558,0.12440838131210513,0.08721549139516492,0.07174579001928227,0.0,0.0398903133654955,0.08307758441152001,0.06826987117932293
0.08920286938975784,0.11270048517590672,0.19978629435865145,0.06993659858807164,1.0000000000000002,0.07391395973142899,0.09607747167180439,0.11726453959617077,0.21346387037041575,0.08824264267775143,0.04738722497604432,0.061320629737153194,0.07823425323284769,0.14846699539941036,0.11152760140186972,0.1737206287906787,0.05665952942914714,0.09981541910499854,0.1417805643045214,0.03804788267618408
0.0437241542731344,0.0852255039680059,0.08273370378597196,0.06132728025609627,0.07391395973142899,1.0,0.06830164690464562,0.09961209553689798,0.1422529763069199,0.10657529509919486,0.04620152596999512,0.04682157517069443,0.090759695457491,0.14087785475541115,0.05246632639908373,0.10408737594448797,0.07322602694122586,0.057729015726846,0.05637256902423072,0.04261525665904182
0.06715721853147669,0.14336238167303572,0.145358960084128,0.07416100712402689,0.09607747167180439,0.06830164690464562,1.0,0.1559869847133144,0.1794961173169645,0.11377467993931607,0.08851961179231752,0.08288247690371754,0.10818435154331155,0.18193493933955815,0.11236881288733752,0.0962856410055221,0.040689310934264984,0.11452986110841805,0.11472900784509107,0.06904813004159716
0.08135941528064941,0.14766838528317855,0.2004192539297269,0.11791310488700936,0.11726453959617077,0.09961209553689798,0.1559869847133144,1.0,0.21535916555839754,0.12522644703519314,0.08135084525942975,0.05955629257447978,0.08824745098347213,0.2227283951136904,0.08994730100042476,0.10620417304900341,0.009928634954010305,0.08006872011110888,0.10727766199752774,0.11501177019955981
0.09285338821085948,0.17889758603530845,0.26968418912169845,0.08223836008585537,0.21346387037041575,0.1422529763069199,0.1794961173169645,0.21535916555839754,1.0000000000000004,0.13192069823883984,0.06415053156802598,0.08321775324987048,0.10407913246114453,0.2688663863514948,0.14405566899389452,0.10908054205465913,0.02788462286436134,0.09269868827230279,0.09886350717786692,0.05636466900379757
0.07298851141320584,0.195890888701892,0.1358000549515463,0.10018588181109596,0.08824264267775143,0.10657529509919486,0.11377467993931607,0.12522644703519314,0.13192069823883984,0.9999999999999996,0.029433351023746238,0.032551733057207106,0.0865199802814427,0.23487299072034415,0.08622011310081054,0.12678194121884562,0.08090746954035995,0.12955129269579838,0.11279948878353906,0.06359152455987474
0.07952467080795812,0.029695359408952706,0.10731394878636391,0.06949807608098142,0.04738722497604432,0.04620152596999512,0.08851961179231752,0.08135084525942975,0.06415053156802598,0.029433351023746238,1.0000000000000002,0.05805448448105311,0.07314080426288376,0.0903301830330406,0.10249456944844267,0.10126490713556455,0.0,0.0486281645563719,0.025437789648196246,0.05091038283537232
0.07067271252348552,0.033675681992127,0.09760894576976199,0.0632770804886981,0.061320629737153194,0.04682157517069443,0.08288247690371754,0.05955629257447978,0.08321775324987048,0.032551733057207106,0.05805448448105311,1.0000000000000004,0.06016049114333247,0.06883973821620268,0.05651222033799747,0.09061665010374542,0.0,0.03457069149059696,0.04488173785007561,0.09452795422724028
0.07519454701351518,0.1330964746238623,0.15765010600248275,0.03881878668174558,0.07823425323284769,0.090759695457491,0.10818435154331155,0.08824745098347213,0.10407913246114453,0.0865199802814427,0.07314080426288376,0.06016049114333247,1.0000000000000024,0.13407901721970825,0.09954235350307919,0.09358285590201061,0.015565357474959681,0.14205805230090365,0.07335532685484442,0.014349396600361502
0.13018393821473828,0.19056343846284746,0.2430070785793522,0.12440838131210513,0.14846699539941036,0.14087785475541115,0.18193493933955815,0.2227283951136904,0.2688663863514948,0.23487299072034415,0.0903301830330406,0.06883973821620268,0.13407901721970825,1.0000000000000002,0.1449523384616119,0.18203205452528143,0.04191647883768119,0.15954985331615576,0.15902909930280112,0.10121860641204089
0.09362489535976579,0.06244292976492543,0.1525637781949639,0.08721549139516492,0.11152760140186972,0.05246632639908373,0.11236881288733752,0.08994730100042476,0.14405566899389452,0.08622011310081054,0.10249456944844267,0.05651222033799747,0.09954235350307919,0.1449523384616119,0.9999999999999998,0.11070392098926073,0.0,0.0877265232743373,0.11266358655357007,0.04405811792669049
